product_category,product_description,product_name,product_price,product_url
kids,"Barefoot is best for toddlers learning to balance and walk. So when footwear is a must, keep feet as close to barefoot as possible, letting them feel and balance. Helping kids grow with strong, flexible feet while sending sensory messages zinging to their brains.  ",Primus Sport II Toddlers,$60.00,https://www.vivobarefoot.com/us/primus-sport-ii-toddlers?colour=Molten+Lava
kids,"We have partnered with Made In Mongolia to bring your kids the toastiest 100% wool felt slippers with a super soft leather sole. Blending ancient tradition with contemporary design and handmade by Mongolian craftswomen, each pair is signed by their maker. Note wool has natural stretch to it, so slippers should fit slightly snug whilst they mould to your natural foot shape.",MIM Felt Slipper Kids,$44.00,https://www.vivobarefoot.com/us/mim-felt-slipper-kids
kids,"Addis is our minimalist retro lace-up, designed to be smart enough for school. Made from Wild Hide leather, naturally-scarred because they are sourced from free-roaming, cage-free cattle from small-scale farmers in Ethiopia. Part of our handmade Made In Ethiopia range, these empower makers and support local communities. A portion of the profits generated are also donated to support local projects.",Addis School Juniors,$95.00,https://www.vivobarefoot.com/us/addis-school-juniors
kids,"Light, bendy and soft leather summer sandal, letting them explore the wild all summer long. Full sensory feedback with space to grow naturally strong and flexible feet. Handmade in Ethiopia from wild hide leather from free-roaming, small-scale cattle herds, empowering those who make them and supporting local communities.",Ababa Sandal II Kids ,$56.00,https://www.vivobarefoot.com/us/ababa-sandal-ii-kids?colour=Indigo
kids,Be different and stay grounded in our laidback mid top sneaker boot for generation planet. Vegan and made with recycled materials for discerning older kids who pick their own styles.,Primus Bootie II All Weather Juniors,$84.00,https://www.vivobarefoot.com/us/primus-bootie-ii-all-weather-juniors
kids,"Addis is our minimalist retro lace-up, designed to be smart enough for school. Made from Wild Hide leather, naturally-scarred because they are sourced from free-roaming, cage-free cattle from small-scale farmers in Ethiopia. Part of our handmade Made In Ethiopia range, these empower makers and support local communities. A portion of the profits generated are also donated to support local projects.",Addis School Kids,$80.00,https://www.vivobarefoot.com/us/addis-school-kids
kids,"Soft like a foot mitten, but tough-wearing and flexible for kids who roam free and run wild - as well as (sometimes) dress up smart! The hand-stitched sole features a bare-footprint design inspired by the oldest recorded human footprint, keeping kids moving naturally like our ancestors. Footwear like no other: made for total movement and sensory feedback, kids don't want to kick them off.",Ababa II Kids,$60.00,https://www.vivobarefoot.com/us/ababa-ii-kids?colour=Indigo
kids,"Unleash movement and feeling, all winter long. Less padding (cushioning, protection and structure) to build physicality, resilience and strength. Even in the cold, and even if your jungle is concrete. ",Primus Bootie II All Weather Kids,$76.00,https://www.vivobarefoot.com/us/primus-bootie-ii-all-weather-kids
kids,"Unleash movement and feeling, all winter long. Less padding (cushioning, protection and structure) to build physicality, resilience and strength. Even in the cold, and even if your jungle is concrete. ",Primus Bootie II All Weather Toddlers,$72.00,https://www.vivobarefoot.com/us/primus-bootie-ii-all-weather-toddlers
kids,"Barefoot is best for toddlers learning to balance and walk. So when footwear is a must, keep feet as close to barefoot as possible, letting them feel and balance. Helping kids grow with strong, flexible feet while sending sensory messages zinging to their brains.  ",Primus Sport II Toddlers,$60.00,https://www.vivobarefoot.com/us/primus-sport-ii-toddlers
kids,"Move more with less, these are not normal trainers. These are about moving and growing as close to barefoot as possible, with the space to grow strong, flexible feet with full sensory feedback.",Primus Sport II Kids,$68.00,https://www.vivobarefoot.com/us/primus-sport-ii-kids
kids,"Especially engineered from amazing natural materials, WoolmarkTM wool and wild hide leather from free-roaming, small-scale cattle herds. This means total barefoot feeling and movement with the added plus of breathability and temperature control. Connect to the wild, even in the city.",Primus Knit II Juniors,$74.00,https://www.vivobarefoot.com/us/primus-knit-ii-juniors
kids,"Especially engineered from amazing natural materials, WoolmarkTM wool and wide hide leather from free-roaming, small-scale cattle herds. This means total barefoot feeling and movement with the added plus of breathability and temperature control. Connect to the wild, even in the city.",Primus Knit II Kids,$90.00,https://www.vivobarefoot.com/us/primus-knit-ii-kids
kids,"Get into the wild. The barefoot way. Forget the stiff, heavy hiking boots that make you stick to the path - these unleash the beasts! Vegan and made using recycled plastic bottles to tread light on the planet.",Primus Trail II FG Kids,$85.00,https://www.vivobarefoot.com/us/primus-trail-ii-fg-kids
kids,"Get into the wild. The barefoot way. Forget the stiff, heavy hiking boots that make you stick to the path - these unleash the beasts! Vegan and made using recycled plastic bottles to tread light on the planet.",Primus Trail II FG Juniors,$95.00,https://www.vivobarefoot.com/us/primus-trail-ii-fg-juniors
kids,"Stay outdoors longer with our version of the Chelsea boot, a barefoot twist to a stylish classic. Keep feet toasty and connected to the ground but protected from rocks, rubble and rain.",Fulham II Kids,$85.00,https://www.vivobarefoot.com/us/fulham-ii-kids
kids,"Unique to Vivobarefoot, this is the only footwear your kids' feet need for warm summers. Made from Bloom foam which takes harmful algae blooms out of waterways, reversing the effects of water pollution . Light, bendy and fast-drying for adventures over land and water. Forget clunky sandals and harmful flip-flops - let kids grow wild and roam free in nature, all summer long.",Ultra Bloom Kids,$70.00,https://www.vivobarefoot.com/us/ultra-bloom-kids-ss23
kids,"Our warmest ever kids' winter boot. Ultra-toasty and waterproof, while still grippy and flexible to keep that full sensory freedom of movement, all winter long. Helping keep kids outsider and not stuck indoors in the colder months. ",Lumi Kids,$110.00,https://www.vivobarefoot.com/us/lumi-kids
kids,"Our warmest ever kids' winter boot. Ultra-toasty and waterproof, while still grippy and flexible to keep that full sensory freedom of movement, all winter long. Helping keep kids outsider and not stuck indoors in the colder months. ",Lumi Juniors ,$125.00,https://www.vivobarefoot.com/us/lumi-juniors
kids,"Our barefoot reinterpretation of the classic Chelsea boot. Every day, minimalist style that's made with recycled materials. For those who are more interested in clearing a path than following the crowd.",Fulham II Juniors ,$95.00,https://www.vivobarefoot.com/us/fulham-ii-juniors
kids,"Our warmest ever juniors' winter boot, launched to celebrate our partnership with Global Choices’ Arctic Angels, a community of young women fighting to protect Earth’s ice caps. Ultra toasty, waterproof and grippy, and with a thin, flexible sole for natural movement and barefoot feeling all winter long. Set your kids free when the snow falls",Lumi X Arctic Angels Juniors,$125.00,https://www.vivobarefoot.com/us/lumi-x-arctic-angels-juniors
kids,"These don’t get kicked off straight after school. Now with bendy wild hide leather for extra play, and a thin but durable Addis sole which grows strong playground feet and keeps sensory systems sparking. Made with feeling in Addis Ababa, Ethiopia, empowering local communities. Make every moment count - even at school.",Addis Wyn Kids,$80.00,https://www.vivobarefoot.com/us/addis-wyn-kids
kids,"Our warmest ever kids' winter boot. Ultra-toasty and waterproof, while still grippy and flexible to keep that full sensory freedom of movement, all winter long. Helping keep kids outsider and not stuck indoors in the colder months. ",Lumi Toddlers,$100.00,https://www.vivobarefoot.com/us/lumi-toddlers
kids,"Our warmest ever toddlers'  winter boot, launched to celebrate our partnership with Global Choices’ Arctic Angels, a community of young women fighting to protect Earth’s ice caps. Ultra toasty, waterproof and grippy, and with a thin, flexible sole for natural movement and barefoot feeling all winter long. Set your kids free when the snow falls",Lumi X Arctic Angels Toddlers,$100.00,https://www.vivobarefoot.com/us/lumi-x-arctic-angels-toddlers
kids,"Our warmest ever kids' winter boot, launched to celebrate our partnership with Global Choices’ Arctic Angels, a community of young women fighting to protect Earth’s ice caps. Ultra toasty, waterproof and grippy, and with a thin, flexible sole for natural movement and barefoot feeling all winter long. Set your kids free when the snow falls",Lumi X Arctic Angels Kids,$110.00,https://www.vivobarefoot.com/us/lumi-x-arctic-angels-kids
womens,"Our most versatile trail footwear to date, these are designed for on the trails and more. Lightweight, flexible, quick to drain and dry, and with a snug collar fit keeping grit and debris out, whilst letting all the feeling in. Made with our Soft Ground outsole for unparalleled grip to connect with the toughest terrains",Primus Trail III SG Womens,$137.00,https://www.vivobarefoot.com/us/primus-trail-iii-sg-womens?colour=Obsidian
kids,"For older kids who pick their own style: vegan and made with recycled materials throughout, they tread light on the planet. Kick off the clunky, heavy trends that dull feet (and brains). Movement shoes for barefoot rebels.",Primus Sport II Juniors,$75.00,https://www.vivobarefoot.com/us/primus-sport-ii-juniors
womens,"A classic Oxford with a barefoot sole. Its sleek, lightweight leather upper blurs work and play, and an ultra-thin Active Sole grows strong feet with every step. Now handcrafted in Portugal with natural materials.",Ra III Womens,$119.00,https://www.vivobarefoot.com/us/ra-iii-womens?colour=Obsidian
womens,"Unlock your natural locomotion with every run, walk, and workout. With a newly engineered knit upper for dynamic feel and fit, this ultra-lightweight design works effortlessly from the ground up, letting you move freely and rebuild all your natural potential.",Geo Racer Knit Womens,$124.00,https://www.vivobarefoot.com/us/geo-racer-knit-womens?colour=Obsidian
